Method,avg_acc,coco_retrieval/tr_r10,coco_retrieval/tr_r5,coco_retrieval/tr_r1,coco_retrieval/ir_r10,coco_retrieval/ir_r5,coco_retrieval/ir_r1,coco_retrieval/average_score,nlvr2/acc,imagenet/acc1,imagenet/acc5,coco_captioning/Bleu_1,coco_captioning/Bleu_2,coco_captioning/Bleu_3,coco_captioning/Bleu_4,coco_captioning/METEOR,coco_captioning/ROUGE_L,coco_captioning/CIDEr,coco_captioning/SPICE
Individual,84.54943113249783,97.2000002861023,94.37999725341797,78.97999882698059,90.73970317840576,84.62215065956116,61.37145161628723,84.54888661702473,84.2974043,84.80200248046874,97.4760025390625,0.7912602419040033,0.6405645940894046,0.504632779764586,0.393744127728167,0.3108280360125058,0.6013378579967216,1.3366205589320288,0.24175540871423842
